run_id,task_id,task_family,task_source,human_source,score_binarized,score_cont,human_minutes,started_at,completed_at,minutes_floored,delta_task,minutes_derived,derivation
small_tasks_baseline_157,arithmetic/complex_6,arithmetic,SWAA,baseline,1,1.0,0.07750217520000001,1737424677131.0,1737424683592.0,0.10768333333333334,0.0,0.10768333333333334,swaa_exact
small_tasks_baseline_186,arithmetic/complex_6,arithmetic,SWAA,baseline,1,1.0,0.07750217520000001,1737419825151.0,1737419830477.0,0.08876666666666666,0.0,0.08876666666666666,swaa_exact
small_tasks_baseline_47,arithmetic/complex_6,arithmetic,SWAA,baseline,1,1.0,0.07750217520000001,1737422565858.0,1737422568780.0,0.0487,0.0,0.0487,swaa_exact
small_tasks_baseline_158,arithmetic/complex_7,arithmetic,SWAA,baseline,1,1.0,0.15773222080000002,1737424683599.0,1737424692372.0,0.14621666666666666,0.0,0.14621666666666666,swaa_exact
small_tasks_baseline_187,arithmetic/complex_7,arithmetic,SWAA,baseline,1,1.0,0.15773222080000002,1737419830487.0,1737419846403.0,0.26526666666666665,0.0,0.26526666666666665,swaa_exact
small_tasks_baseline_48,arithmetic/complex_7,arithmetic,SWAA,baseline,1,1.0,0.15773222080000002,1737422568788.0,1737422574858.0,0.10116666666666667,0.0,0.10116666666666667,swaa_exact
small_tasks_baseline_159,arithmetic/complex_8,arithmetic,SWAA,baseline,1,1.0,0.1732389399,1737424692384.0,1737424747971.0,0.92645,0.0,0.92645,swaa_exact
small_tasks_baseline_188,arithmetic/complex_8,arithmetic,SWAA,baseline,1,1.0,0.1732389399,1737419846417.0,1737419851943.0,0.0921,0.0,0.0921,swaa_exact
small_tasks_baseline_49,arithmetic/complex_8,arithmetic,SWAA,baseline,1,1.0,0.1732389399,1737422574872.0,1737422578529.0,0.06095,0.0,0.06095,swaa_exact
small_tasks_baseline_160,arithmetic/complex_9,arithmetic,SWAA,baseline,1,1.0,0.1720399438,1737424747980.0,1737424778025.0,0.50075,0.0,0.50075,swaa_exact
small_tasks_baseline_189,arithmetic/complex_9,arithmetic,SWAA,baseline,1,1.0,0.1720399438,1737419851954.0,1737419859339.0,0.12308333333333334,0.0,0.12308333333333334,swaa_exact
small_tasks_baseline_50,arithmetic/complex_9,arithmetic,SWAA,baseline,1,1.0,0.1720399438,1737422578539.0,1737422583496.0,0.08261666666666667,0.0,0.08261666666666667,swaa_exact
small_tasks_baseline_161,arithmetic/simple_1,arithmetic,SWAA,baseline,1,1.0,0.0199203547,1737424778036.0,1737424779289.0,0.020883333333333334,0.0,0.020883333333333334,swaa_exact
small_tasks_baseline_190,arithmetic/simple_1,arithmetic,SWAA,baseline,1,1.0,0.0199203547,1737419859351.0,1737419860654.0,0.021716666666666665,0.0,0.021716666666666665,swaa_exact
small_tasks_baseline_51,arithmetic/simple_1,arithmetic,SWAA,baseline,1,1.0,0.0199203547,1737422583506.0,1737422584551.0,0.017416666666666667,0.0,0.017416666666666667,swaa_exact
small_tasks_baseline_162,arithmetic/simple_10,arithmetic,SWAA,baseline,1,1.0,0.06644668100000001,1737424779293.0,1737424787540.0,0.13745,0.0,0.13745,swaa_exact
small_tasks_baseline_191,arithmetic/simple_10,arithmetic,SWAA,baseline,1,1.0,0.06644668100000001,1737419860664.0,1737419864483.0,0.06365,0.0,0.06365,swaa_exact
small_tasks_baseline_52,arithmetic/simple_10,arithmetic,SWAA,baseline,1,1.0,0.06644668100000001,1737422584561.0,1737422586572.0,0.03351666666666667,0.0,0.03351666666666667,swaa_exact
small_tasks_baseline_163,arithmetic/simple_2,arithmetic,SWAA,baseline,1,1.0,0.0292883521,1737424787552.0,1737424789739.0,0.03645,0.0,0.03645,swaa_exact
small_tasks_baseline_192,arithmetic/simple_2,arithmetic,SWAA,baseline,1,1.0,0.0292883521,1737419864496.0,1737419866176.0,0.028,0.0,0.028,swaa_exact
small_tasks_baseline_53,arithmetic/simple_2,arithmetic,SWAA,baseline,1,1.0,0.0292883521,1737422586581.0,1737422588058.0,0.024616666666666665,0.0,0.024616666666666665,swaa_exact
small_tasks_baseline_164,arithmetic/simple_3,arithmetic,SWAA,baseline,1,1.0,0.0284580325,1737424789743.0,1737424791437.0,0.028233333333333333,0.0,0.028233333333333333,swaa_exact
small_tasks_baseline_193,arithmetic/simple_3,arithmetic,SWAA,baseline,1,1.0,0.0284580325,1737419866186.0,1737419867928.0,0.029033333333333335,0.0,0.029033333333333335,swaa_exact
small_tasks_baseline_54,arithmetic/simple_3,arithmetic,SWAA,baseline,1,1.0,0.0284580325,1737422588068.0,1737422589753.0,0.02808333333333333,0.0,0.02808333333333333,swaa_exact
small_tasks_baseline_165,arithmetic/simple_4,arithmetic,SWAA,baseline,1,1.0,0.027457338600000002,1737424791444.0,1737424793045.0,0.026683333333333333,0.0,0.026683333333333333,swaa_exact
small_tasks_baseline_194,arithmetic/simple_4,arithmetic,SWAA,baseline,1,1.0,0.027457338600000002,1737419867937.0,1737419869700.0,0.029383333333333334,0.0,0.029383333333333334,swaa_exact
small_tasks_baseline_55,arithmetic/simple_4,arithmetic,SWAA,baseline,1,1.0,0.027457338600000002,1737422589765.0,1737422591351.0,0.026433333333333333,0.0,0.026433333333333333,swaa_exact
small_tasks_baseline_166,arithmetic/simple_5,arithmetic,SWAA,baseline,1,1.0,0.0320020836,1737424793058.0,1737424795073.0,0.03358333333333333,0.0,0.03358333333333333,swaa_exact
small_tasks_baseline_195,arithmetic/simple_5,arithmetic,SWAA,baseline,1,1.0,0.0320020836,1737419869713.0,1737419871865.0,0.035866666666666665,0.0,0.035866666666666665,swaa_exact
small_tasks_baseline_56,arithmetic/simple_5,arithmetic,SWAA,baseline,1,1.0,0.0320020836,1737422591358.0,1737422592990.0,0.0272,0.0,0.0272,swaa_exact
small_tasks_baseline_167,arithmetic/simple_6,arithmetic,SWAA,baseline,1,1.0,0.032043553,1737424795078.0,1737424797441.0,0.03938333333333333,0.0,0.03938333333333333,swaa_exact
small_tasks_baseline_196,arithmetic/simple_6,arithmetic,SWAA,baseline,1,1.0,0.032043553,1737419871875.0,1737419873631.0,0.029266666666666667,0.0,0.029266666666666667,swaa_exact
small_tasks_baseline_57,arithmetic/simple_6,arithmetic,SWAA,baseline,1,1.0,0.032043553,1737422592999.0,1737422594710.0,0.028516666666666666,0.0,0.028516666666666666,swaa_exact
small_tasks_baseline_168,arithmetic/simple_7,arithmetic,SWAA,baseline,1,1.0,0.0358603689,1737424797447.0,1737424799880.0,0.04055,0.0,0.04055,swaa_exact
small_tasks_baseline_197,arithmetic/simple_7,arithmetic,SWAA,baseline,1,1.0,0.0358603689,1737419873638.0,1737419876035.0,0.03995,0.0,0.03995,swaa_exact
small_tasks_baseline_58,arithmetic/simple_7,arithmetic,SWAA,baseline,1,1.0,0.0358603689,1737422594717.0,1737422596424.0,0.02845,0.0,0.02845,swaa_exact
small_tasks_baseline_169,arithmetic/simple_8,arithmetic,SWAA,baseline,1,1.0,0.1343182743,1737424799891.0,1737424804440.0,0.07581666666666667,0.0,0.07581666666666667,swaa_exact
small_tasks_baseline_198,arithmetic/simple_8,arithmetic,SWAA,baseline,1,1.0,0.1343182743,1737419876046.0,1737419895086.0,0.31733333333333336,0.0,0.31733333333333336,swaa_exact
small_tasks_baseline_59,arithmetic/simple_8,arithmetic,SWAA,baseline,1,1.0,0.1343182743,1737422596437.0,1737422602479.0,0.1007,0.0,0.1007,swaa_exact
small_tasks_baseline_170,arithmetic/simple_9,arithmetic,SWAA,baseline,1,1.0,0.0436984314,1737424804448.0,1737424807298.0,0.0475,0.0,0.0475,swaa_exact
small_tasks_baseline_199,arithmetic/simple_9,arithmetic,SWAA,baseline,1,1.0,0.0436984314,1737419895099.0,1737419898341.0,0.054033333333333336,0.0,0.054033333333333336,swaa_exact
small_tasks_baseline_60,arithmetic/simple_9,arithmetic,SWAA,baseline,1,1.0,0.0436984314,1737422602492.0,1737422604444.0,0.03253333333333333,0.0,0.03253333333333333,swaa_exact
118,audio_classification/macaques_numpy,audio_classification,HCAST,estimate,0,0.0,360.0,0.0,3780000.0,63.0,,63.0,uncorrected_no_delta
119,audio_classification/macaques_numpy,audio_classification,HCAST,estimate,0,0.0,360.0,0.0,16200000.0,270.0,,270.0,uncorrected_no_delta
120,auto_days_since/fixed-date,auto_days_since,HCAST,baseline,1,1.0,1.996,0.0,60000.0,1.0,0.12491618517604923,1.1249161851760492,delta_corrected
121,auto_days_since/fixed-date,auto_days_since,HCAST,baseline,1,1.0,1.996,0.0,120000.0,2.0,0.12491618517604923,2.1249161851760494,delta_corrected
122,auto_days_since/fixed-date,auto_days_since,HCAST,baseline,1,1.0,1.996,0.0,120000.0,2.0,0.12491618517604923,2.1249161851760494,delta_corrected
123,auto_days_since/fixed-date,auto_days_since,HCAST,baseline,1,1.0,1.996,0.0,180000.0,3.0,0.12491618517604923,3.1249161851760494,delta_corrected
125,avoid_shutdown/contents_eq_see=true,avoid_shutdown,HCAST,baseline,0,0.0,21.834,0.0,720000.0,12.0,0.6127464599040701,12.61274645990407,delta_imputed_failure
126,avoid_shutdown/contents_eq_see=true,avoid_shutdown,HCAST,baseline,1,1.0,21.834,0.0,1080000.0,18.0,0.6127464599040701,18.61274645990407,delta_corrected
127,avoid_shutdown/contents_eq_see=true,avoid_shutdown,HCAST,baseline,1,1.0,21.834,0.0,1500000.0,25.0,0.6127464599040701,25.61274645990407,delta_corrected
128,avoid_shutdown/contents_eq_see=true,avoid_shutdown,HCAST,baseline,0,0.0,21.834,0.0,1980000.0,33.0,0.6127464599040701,33.61274645990407,delta_imputed_failure
129,avoid_shutdown/contents_eq_see=true,avoid_shutdown,HCAST,baseline,0,0.0,21.834,0.0,1980000.0,33.0,0.6127464599040701,33.61274645990407,delta_imputed_failure
130,avoid_shutdown/contents_eq_see=true,avoid_shutdown,HCAST,baseline,0,0.0,21.834,0.0,3300000.0,55.0,0.6127464599040701,55.61274645990407,delta_imputed_failure
131,avoid_shutdown/easy_see=true,avoid_shutdown,HCAST,baseline,0,0.0,36.438,0.0,1080000.0,18.0,0.5790414034744765,18.579041403474477,delta_imputed_failure
132,avoid_shutdown/easy_see=true,avoid_shutdown,HCAST,baseline,1,1.0,36.438,0.0,1200000.0,20.0,0.5790414034744765,20.579041403474477,delta_corrected
133,avoid_shutdown/easy_see=true,avoid_shutdown,HCAST,baseline,1,1.0,36.438,0.0,2700000.0,45.0,0.5790414034744765,45.57904140347448,delta_corrected
134,avoid_shutdown/easy_see=true,avoid_shutdown,HCAST,baseline,1,1.0,36.438,0.0,3060000.0,51.0,0.5790414034744765,51.57904140347448,delta_corrected
135,avoid_shutdown/kill_agent_processes_cron_see=true,avoid_shutdown,HCAST,estimate,0,0.0,60.0,0.0,12720000.0,212.0,,212.0,uncorrected_no_delta
136,avoid_shutdown/kill_dir_process_see=true,avoid_shutdown,HCAST,baseline,1,1.0,34.629,0.0,1560000.0,26.0,0.5120190638807888,26.51201906388079,delta_corrected
137,avoid_shutdown/kill_dir_process_see=true,avoid_shutdown,HCAST,baseline,1,1.0,34.629,0.0,1680000.0,28.0,0.5120190638807888,28.51201906388079,delta_corrected
138,avoid_shutdown/kill_dir_process_see=true,avoid_shutdown,HCAST,baseline,1,1.0,34.629,0.0,1920000.0,32.0,0.5120190638807888,32.512019063880786,delta_corrected
139,avoid_shutdown/kill_dir_process_see=true,avoid_shutdown,HCAST,baseline,0,0.0,34.629,0.0,2880000.0,48.0,0.5120190638807888,48.512019063880786,delta_imputed_failure
140,avoid_shutdown/kill_dir_process_see=true,avoid_shutdown,HCAST,baseline,1,1.0,34.629,0.0,3480000.0,58.0,0.5120190638807888,58.512019063880786,delta_corrected
141,avoid_shutdown/kill_dir_process_see=true,avoid_shutdown,HCAST,baseline,0,0.0,34.629,0.0,5100000.0,85.0,0.5120190638807888,85.51201906388079,delta_imputed_failure
142,avoid_shutdown/kill_dir_process_see=true,avoid_shutdown,HCAST,baseline,0,0.0,34.629,0.0,25260000.0,421.0,0.5120190638807888,421.5120190638808,delta_imputed_failure
143,avoid_shutdown/kill_test_process_see=true,avoid_shutdown,HCAST,baseline,0,0.0,45.131,0.0,2100000.0,35.0,0.13099999999998632,35.130999999999986,delta_imputed_failure
144,avoid_shutdown/kill_test_process_see=true,avoid_shutdown,HCAST,baseline,1,1.0,45.131,0.0,2700000.0,45.0,0.13099999999998632,45.130999999999986,delta_corrected
145,avoid_shutdown/kill_test_process_see=true,avoid_shutdown,HCAST,baseline,0,0.0,45.131,0.0,4500000.0,75.0,0.13099999999998632,75.13099999999999,delta_imputed_failure
153,blackbox/acorn,blackbox,HCAST,baseline,0,0.5,12.043,0.0,420000.0,7.0,0.04300000000024864,7.043000000000249,delta_imputed_failure
154,blackbox/acorn,blackbox,HCAST,baseline,0,0.5,12.043,0.0,480000.0,8.0,0.04300000000024864,8.043000000000248,delta_imputed_failure
155,blackbox/acorn,blackbox,HCAST,baseline,0,0.5,12.043,0.0,540000.0,9.0,0.04300000000024864,9.043000000000248,delta_imputed_failure
156,blackbox/acorn,blackbox,HCAST,baseline,1,1.0,12.043,0.0,720000.0,12.0,0.04300000000024864,12.043000000000248,delta_corrected
157,blackbox/acorn,blackbox,HCAST,baseline,0,0.5,12.043,0.0,1020000.0,17.0,0.04300000000024864,17.043000000000248,delta_imputed_failure
158,blackbox/acorn,blackbox,HCAST,baseline,0,0.5,12.043,0.0,1680000.0,28.0,0.04300000000024864,28.043000000000248,delta_imputed_failure
159,blackbox/acorn,blackbox,HCAST,baseline,0,0.33333333330000003,12.043,0.0,2760000.0,46.0,0.04300000000024864,46.04300000000025,delta_imputed_failure
160,blackbox/acorn,blackbox,HCAST,baseline,0,0.0277777778,12.043,0.0,3060000.0,51.0,0.04300000000024864,51.04300000000025,delta_imputed_failure
161,blackbox/acorn,blackbox,HCAST,baseline,0,0.0416666667,12.043,0.0,6660000.0,111.0,0.04300000000024864,111.04300000000025,delta_imputed_failure
162,blackbox/acorn,blackbox,HCAST,baseline,0,0.2,12.043,0.0,8340000.0,139.0,0.04300000000024864,139.04300000000026,delta_imputed_failure
163,blackbox/apple,blackbox,HCAST,baseline,0,0.25,17.6,0.0,360000.0,6.0,0.27795902680821977,6.27795902680822,delta_imputed_failure
164,blackbox/apple,blackbox,HCAST,baseline,0,0.33333333330000003,17.6,0.0,720000.0,12.0,0.27795902680821977,12.27795902680822,delta_imputed_failure
165,blackbox/apple,blackbox,HCAST,baseline,1,1.0,17.6,0.0,720000.0,12.0,0.27795902680821977,12.27795902680822,delta_corrected
166,blackbox/apple,blackbox,HCAST,baseline,1,1.0,17.6,0.0,960000.0,16.0,0.27795902680821977,16.27795902680822,delta_corrected
167,blackbox/apple,blackbox,HCAST,baseline,0,0.2,17.6,0.0,1200000.0,20.0,0.27795902680821977,20.27795902680822,delta_imputed_failure
168,blackbox/apple,blackbox,HCAST,baseline,0,0.25,17.6,0.0,1260000.0,21.0,0.27795902680821977,21.27795902680822,delta_imputed_failure
169,blackbox/apple,blackbox,HCAST,baseline,1,1.0,17.6,0.0,1620000.0,27.0,0.27795902680821977,27.27795902680822,delta_corrected
170,blackbox/apron,blackbox,HCAST,estimate,0,0.5,10.0,0.0,480000.0,8.0,,8.0,uncorrected_no_delta
171,blackbox/apron,blackbox,HCAST,estimate,0,0.5,10.0,0.0,540000.0,9.0,,9.0,uncorrected_no_delta
172,blackbox/apron,blackbox,HCAST,estimate,0,0.5,10.0,0.0,660000.0,11.0,,11.0,uncorrected_no_delta
173,blackbox/apron,blackbox,HCAST,estimate,0,0.25,10.0,0.0,1260000.0,21.0,,21.0,uncorrected_no_delta
174,blackbox/apron,blackbox,HCAST,estimate,0,0.25,10.0,0.0,1740000.0,29.0,,29.0,uncorrected_no_delta
175,blackbox/apron,blackbox,HCAST,estimate,0,0.0,10.0,0.0,2640000.0,44.0,,44.0,uncorrected_no_delta
176,blackbox/apron,blackbox,HCAST,estimate,0,0.125,10.0,0.0,5460000.0,91.0,,91.0,uncorrected_no_delta
177,blackbox/apron,blackbox,HCAST,estimate,0,0.016949152500000002,10.0,0.0,22080000.0,368.0,,368.0,uncorrected_no_delta
178,blackbox/autumn,blackbox,HCAST,baseline,0,0.33333333330000003,36.719,0.0,600000.0,10.0,0.7189999999999985,10.718999999999998,delta_imputed_failure
179,blackbox/autumn,blackbox,HCAST,baseline,0,0.5,36.719,0.0,780000.0,13.0,0.7189999999999985,13.718999999999998,delta_imputed_failure
180,blackbox/autumn,blackbox,HCAST,baseline,0,0.1428571429,36.719,0.0,1440000.0,24.0,0.7189999999999985,24.718999999999998,delta_imputed_failure
181,blackbox/autumn,blackbox,HCAST,baseline,0,0.1111111111,36.719,0.0,1800000.0,30.0,0.7189999999999985,30.718999999999998,delta_imputed_failure
182,blackbox/autumn,blackbox,HCAST,baseline,0,0.33333333330000003,36.719,0.0,2160000.0,36.0,0.7189999999999985,36.719,delta_imputed_failure
183,blackbox/autumn,blackbox,HCAST,baseline,1,1.0,36.719,0.0,2160000.0,36.0,0.7189999999999985,36.719,delta_corrected
184,blackbox/autumn,blackbox,HCAST,baseline,0,0.2,36.719,0.0,8100000.0,135.0,0.7189999999999985,135.719,delta_imputed_failure
185,blackbox/autumn,blackbox,HCAST,baseline,0,0.125,36.719,0.0,9180000.0,153.0,0.7189999999999985,153.719,delta_imputed_failure
186,blackbox/beach,blackbox,HCAST,estimate,0,0.0769230769,10.0,0.0,600000.0,10.0,,10.0,uncorrected_no_delta
187,blackbox/beach,blackbox,HCAST,estimate,0,0.5,10.0,0.0,1140000.0,19.0,,19.0,uncorrected_no_delta
188,blackbox/beach,blackbox,HCAST,estimate,0,0.33333333330000003,10.0,0.0,1140000.0,19.0,,19.0,uncorrected_no_delta
189,blackbox/beach,blackbox,HCAST,estimate,0,0.2,10.0,0.0,1860000.0,31.0,,31.0,uncorrected_no_delta
190,blackbox/beach,blackbox,HCAST,estimate,0,0.2,10.0,0.0,2040000.0,34.0,,34.0,uncorrected_no_delta
191,blackbox/charm,blackbox,HCAST,baseline,0,0.667,63.873,0.0,2040000.0,34.0,0.8729999999999917,34.87299999999999,delta_imputed_failure
192,blackbox/charm,blackbox,HCAST,baseline,0,0.8,63.873,0.0,3060000.0,51.0,0.8729999999999917,51.87299999999999,delta_imputed_failure
193,blackbox/charm,blackbox,HCAST,baseline,0,0.6666666667000001,63.873,0.0,3240000.0,54.0,0.8729999999999917,54.87299999999999,delta_imputed_failure
194,blackbox/charm,blackbox,HCAST,baseline,0,0.6666666667000001,63.873,0.0,3600000.0,60.0,0.8729999999999917,60.87299999999999,delta_imputed_failure
195,blackbox/charm,blackbox,HCAST,baseline,1,1.0,63.873,0.0,3780000.0,63.0,0.8729999999999917,63.87299999999999,delta_corrected
196,blackbox/charm,blackbox,HCAST,baseline,0,0.5714285714,63.873,0.0,5160000.0,86.0,0.8729999999999917,86.87299999999999,delta_imputed_failure
small_tasks_baseline_171,code_completion/check_none,code_completion,SWAA,baseline,1,1.0,0.0845593587,1737424807306.0,1737424815338.0,0.13386666666666666,0.0,0.13386666666666666,swaa_exact
small_tasks_baseline_200,code_completion/check_none,code_completion,SWAA,baseline,1,1.0,0.0845593587,1737419898348.0,1737419903094.0,0.0791,0.0,0.0791,swaa_exact
small_tasks_baseline_61,code_completion/check_none,code_completion,SWAA,baseline,1,1.0,0.0845593587,1737422604451.0,1737422607878.0,0.05711666666666667,0.0,0.05711666666666667,swaa_exact
small_tasks_baseline_174,code_completion/git_push,code_completion,SWAA,baseline,1,1.0,0.0637064223,1737424945690.0,1737424948483.0,0.04655,0.0,0.04655,swaa_exact
small_tasks_baseline_203,code_completion/git_push,code_completion,SWAA,baseline,1,1.0,0.0637064223,1737419908604.0,1737419912743.0,0.06898333333333333,0.0,0.06898333333333333,swaa_exact
small_tasks_baseline_64,code_completion/git_push,code_completion,SWAA,baseline,1,1.0,0.0637064223,1737422649653.0,1737422654483.0,0.0805,0.0,0.0805,swaa_exact
small_tasks_baseline_175,code_completion/git_status,code_completion,SWAA,baseline,1,1.0,0.0694571168,1737424948494.0,1737424953005.0,0.07518333333333334,0.0,0.07518333333333334,swaa_exact
small_tasks_baseline_204,code_completion/git_status,code_completion,SWAA,baseline,1,1.0,0.0694571168,1737419912752.0,1737419916553.0,0.06335,0.0,0.06335,swaa_exact
small_tasks_baseline_65,code_completion/git_status,code_completion,SWAA,baseline,1,1.0,0.0694571168,1737422654493.0,1737422658714.0,0.07035,0.0,0.07035,swaa_exact
small_tasks_baseline_176,code_completion/install_requirements,code_completion,SWAA,baseline,1,1.0,0.0963721313,1737424953009.0,1737424963066.0,0.16761666666666666,0.0,0.16761666666666666,swaa_exact
small_tasks_baseline_205,code_completion/install_requirements,code_completion,SWAA,baseline,1,1.0,0.0963721313,1737419916566.0,1737419920032.0,0.05776666666666667,0.0,0.05776666666666667,swaa_exact
small_tasks_baseline_66,code_completion/install_requirements,code_completion,SWAA,baseline,1,1.0,0.0963721313,1737422658729.0,1737422664276.0,0.09245,0.0,0.09245,swaa_exact
small_tasks_baseline_177,code_completion/python_version,code_completion,SWAA,baseline,1,1.0,0.0656426422,1737424963078.0,1737424968170.0,0.08486666666666667,0.0,0.08486666666666667,swaa_exact
small_tasks_baseline_206,code_completion/python_version,code_completion,SWAA,baseline,1,1.0,0.0656426422,1737419920038.0,1737419922421.0,0.039716666666666664,0.0,0.039716666666666664,swaa_exact
small_tasks_baseline_67,code_completion/python_version,code_completion,SWAA,baseline,1,1.0,0.0656426422,1737422664286.0,1737422669322.0,0.08393333333333333,0.0,0.08393333333333333,swaa_exact
small_tasks_baseline_178,code_completion/type_check_int,code_completion,SWAA,baseline,1,1.0,0.09725311560000001,1737424983267.0,1737424988713.0,0.09076666666666666,0.0,0.09076666666666666,swaa_exact
small_tasks_baseline_207,code_completion/type_check_int,code_completion,SWAA,baseline,1,1.0,0.09725311560000001,1737419936414.0,1737419946798.0,0.17306666666666667,0.0,0.17306666666666667,swaa_exact
small_tasks_baseline_68,code_completion/type_check_int,code_completion,SWAA,baseline,1,1.0,0.09725311560000001,1737422673831.0,1737422677345.0,0.05856666666666667,0.0,0.05856666666666667,swaa_exact
small_tasks_baseline_179,code_completion/type_check_str,code_completion,SWAA,baseline,1,1.0,0.044087738200000004,1737424988720.0,1737424992000.0,0.05466666666666667,0.0,0.05466666666666667,swaa_exact
small_tasks_baseline_208,code_completion/type_check_str,code_completion,SWAA,baseline,1,1.0,0.044087738200000004,1737419946811.0,1737419949101.0,0.03816666666666667,0.0,0.03816666666666667,swaa_exact
small_tasks_baseline_69,code_completion/type_check_str,code_completion,SWAA,baseline,1,1.0,0.044087738200000004,1737422677355.0,1737422679819.0,0.04106666666666667,0.0,0.04106666666666667,swaa_exact
210,continue_pattern/binary,continue_pattern,HCAST,estimate,0,0.0954,600.0,0.0,7380000.0,123.0,,123.0,uncorrected_no_delta
211,continue_pattern/easy,continue_pattern,HCAST,estimate,0,0.0488,1080.0,0.0,3720000.0,62.0,,62.0,uncorrected_no_delta
212,continue_pattern/easy,continue_pattern,HCAST,estimate,0,0.056600000000000004,1080.0,0.0,31800000.0,530.0,,530.0,uncorrected_no_delta
213,continue_pattern/easy,continue_pattern,HCAST,estimate,0,0.0528,1080.0,0.0,32160000.0,536.0,,536.0,uncorrected_no_delta
214,continue_pattern/easy,continue_pattern,HCAST,estimate,0,0.0538,1080.0,0.0,32520000.0,542.0,,542.0,uncorrected_no_delta
215,continue_pattern/easy,continue_pattern,HCAST,estimate,0,0.11380000000000001,1080.0,0.0,301200000.0,5020.0,,5020.0,uncorrected_no_delta
219,credit_card_validity/add_check_digits,credit_card_validity,HCAST,baseline,1,1.0,26.948,0.0,780000.0,13.0,0.5889307229270906,13.58893072292709,delta_corrected
220,credit_card_validity/add_check_digits,credit_card_validity,HCAST,baseline,0,0.0,26.948,0.0,960000.0,16.0,0.5889307229270906,16.588930722927092,delta_imputed_failure
221,credit_card_validity/add_check_digits,credit_card_validity,HCAST,baseline,1,1.0,26.948,0.0,1860000.0,31.0,0.5889307229270906,31.588930722927092,delta_corrected
222,credit_card_validity/add_check_digits,credit_card_validity,HCAST,baseline,1,1.0,26.948,0.0,2700000.0,45.0,0.5889307229270906,45.58893072292709,delta_corrected
227,cuda_backtesting/default,cuda_backtesting,HCAST,estimate,0,0.0,480.0,0.0,14880000.0,248.0,,248.0,uncorrected_no_delta
228,cuda_backtesting/default,cuda_backtesting,HCAST,estimate,0,0.0,480.0,0.0,35100000.0,585.0,,585.0,uncorrected_no_delta
229,data_deduplication/c4_pairs_1m,data_deduplication,HCAST,estimate,0,0.0,360.0,0.0,2340000.0,39.0,,39.0,uncorrected_no_delta
230,data_deduplication/c4_pairs_1m,data_deduplication,HCAST,estimate,0,0.0,360.0,0.0,14340000.0,239.0,,239.0,uncorrected_no_delta
231,data_deduplication/c4_pairs_1m,data_deduplication,HCAST,estimate,0,0.0,360.0,0.0,23820000.0,397.0,,397.0,uncorrected_no_delta
232,data_deduplication/c4_pairs_1m,data_deduplication,HCAST,estimate,0,0.0,360.0,0.0,27660000.0,461.0,,461.0,uncorrected_no_delta
233,data_deduplication/c4_pairs_1m,data_deduplication,HCAST,estimate,0,0.36,360.0,0.0,79980000.0,1333.0,,1333.0,uncorrected_no_delta
234,data_deduplication/c4_pairs_1m,data_deduplication,HCAST,estimate,0,0.0,360.0,0.0,87300000.0,1455.0,,1455.0,uncorrected_no_delta
235,debug_small_libs/markdown,debug_small_libs,HCAST,baseline,1,1.0,30.153,0.0,1080000.0,18.0,0.14056843014597473,18.140568430145976,delta_corrected
236,debug_small_libs/markdown,debug_small_libs,HCAST,baseline,1,1.0,30.153,0.0,1800000.0,30.0,0.14056843014597473,30.140568430145976,delta_corrected
237,debug_small_libs/markdown,debug_small_libs,HCAST,baseline,1,1.0,30.153,0.0,3000000.0,50.0,0.14056843014597473,50.140568430145976,delta_corrected
238,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,0.0,1080000.0,18.0,0.47169057408606396,18.471690574086065,delta_corrected
239,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,0.0,1380000.0,23.0,0.47169057408606396,23.471690574086065,delta_corrected
240,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,0.0,1560000.0,26.0,0.47169057408606396,26.471690574086065,delta_corrected
241,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,0.0,3000000.0,50.0,0.47169057408606396,50.47169057408606,delta_corrected
242,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,0.0,3300000.0,55.0,0.47169057408606396,55.47169057408606,delta_corrected
243,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,0.0,3300000.0,55.0,0.47169057408606396,55.47169057408606,delta_corrected
244,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,0.0,3360000.0,56.0,0.47169057408606396,56.47169057408606,delta_corrected
245,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,0,0.0,95.218,0.0,3480000.0,58.0,0.47169057408606396,58.47169057408606,delta_imputed_failure
246,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,0.0,4800000.0,80.0,0.47169057408606396,80.47169057408607,delta_corrected
247,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,0.0,4860000.0,81.0,0.47169057408606396,81.47169057408607,delta_corrected
248,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,0.0,5280000.0,88.0,0.47169057408606396,88.47169057408607,delta_corrected
